price,bathrooms,sqft_living,grade,sqft_above,sqft_living15
395000.0,1.0,790,6,790,1110
360000.0,3.0,2580,8,2580,2010
570000.0,2.5,2290,8,2290,2100
320000.0,2.5,3490,8,3490,2910
320000.0,1.75,1510,7,1510,1470
268000.0,2.5,2400,7,2400,1880
191000.0,1.0,900,6,900,940
400000.0,1.0,1270,7,910,1040
515000.0,1.0,1050,7,1050,1340
610000.0,2.5,2950,9,2950,3160
538000.0,1.75,1850,7,1060,1850
432000.0,2.5,1970,7,1970,1960
335000.0,2.25,2400,8,2400,2180
302000.0,1.75,2360,7,2060,1950
787500.0,1.75,1580,7,1080,2010
420000.0,1.0,1790,8,1520,1710
560000.0,2.5,2840,9,2840,2820
535000.0,2.5,1970,8,1970,2090
310000.0,2.5,1780,7,1230,1780
760000.0,2.0,3920,7,2560,1830
242500.0,1.75,1550,7,1550,1550
1313000.0,3.0,2980,8,2980,1720
235000.0,1.0,1270,6,1270,1650
598780.0,2.25,3040,7,1520,2560
433200.0,2.5,2075,8,2075,2300
343000.0,1.0,1110,6,700,2830
145000.0,1.0,800,6,800,2390
291970.0,1.0,680,5,680,1470
599950.0,1.0,1680,7,1680,1330
1749000.0,2.5,3910,8,3910,2920
870000.0,1.75,2780,9,1560,2350
323000.0,2.75,2000,7,2000,1690
727000.0,3.0,3150,9,3150,3150
166000.0,1.0,1120,7,1120,1280
450000.0,1.75,1740,7,1270,2190
400000.0,2.5,2970,7,1510,2390
599000.0,2.5,2970,7,1510,2390
165000.0,1.0,1150,5,1150,1290
229000.0,1.0,1190,6,830,1140
305000.0,1.0,900,5,900,1470
930000.0,3.25,2950,9,2450,1930
542000.0,2.5,1990,8,1540,2470
214000.0,1.0,1020,6,1020,1600
718000.0,2.5,2070,8,2070,1650
349000.0,2.5,1430,8,1430,1430
305000.0,2.5,2030,7,2030,2290
498000.0,2.5,1620,7,1620,1370
799950.0,3.5,4220,10,4220,2500
737000.0,2.5,2300,9,2300,2300
860000.0,3.25,3830,10,3830,2555
339950.0,2.5,2390,8,1840,2460
249000.0,2.25,1440,7,940,1440
370000.0,1.0,910,6,910,1620
725000.0,2.0,1550,7,1550,2900
529000.0,2.5,2380,8,1580,1880
310000.0,2.75,2060,7,1310,1540
315000.0,2.25,1880,8,1880,1900
1300000.0,2.5,3470,9,2480,2280
435000.0,2.0,2360,7,2360,1650
350000.0,1.75,1970,7,1300,1970
240000.0,1.0,1040,7,1040,1780
410000.0,2.25,1420,7,1420,1430
430000.0,2.75,2290,7,2290,2270
446000.0,2.5,1530,7,1020,1650
240000.0,1.5,1360,7,1360,1310
595000.0,3.0,3680,8,2320,3210
215150.0,1.0,920,6,920,920
319950.0,1.0,1070,7,1070,2090
385000.0,2.0,1590,8,1590,1670
280000.0,2.5,1600,8,1600,1790
399950.0,2.5,1510,7,1040,1360
132500.0,1.0,1080,7,1080,1200
399950.0,0.75,1330,7,930,1330
290000.0,1.0,850,7,850,870
860000.0,2.25,1960,8,1290,1720
3100000.0,4.25,6980,12,5330,3930
245000.0,1.0,1530,7,1400,1530
255000.0,1.5,1320,7,1320,2000
310000.0,3.0,2320,7,2320,2050
299000.0,1.0,960,7,960,1080
575000.0,2.5,2040,8,2040,2130
284000.0,1.0,1080,7,1080,1850
840000.0,1.75,2020,8,1090,1680
442573.0,1.75,1780,7,1290,1910
560000.0,1.0,1140,8,1140,1350
485000.0,2.0,1610,7,1010,1040
472500.0,1.75,1440,7,1440,1720
1610000.0,2.75,4270,11,4270,3860
808000.0,3.75,3460,7,2860,2170
398000.0,1.75,1890,7,1890,1820
340000.0,2.5,2240,8,2240,2400
380000.0,1.0,760,6,760,1130
235000.0,1.0,1020,6,780,1330
400000.0,1.5,1330,7,1330,1940
582000.0,2.5,2780,8,1590,2750
209000.0,1.0,1070,6,1070,1130
335000.0,3.0,2660,7,1670,1610
285950.0,1.0,710,6,710,1100
645000.0,2.25,3340,8,3340,2460
312000.0,1.0,1160,7,1160,1110
663000.0,2.25,2840,7,1580,2220
443950.0,1.75,2000,6,2000,2100
315000.0,2.0,1060,7,1060,1080
302200.0,1.5,1730,7,1730,1510
770000.0,2.5,2190,9,2190,2315
374950.0,1.75,1660,8,1660,1800
330000.0,2.5,2210,9,2210,2440
230000.0,1.0,870,6,570,1730
967000.0,2.5,3100,9,3100,1240
536500.0,2.5,1720,8,1470,1140
315000.0,4.0,3120,7,2090,1460
626000.0,1.0,1040,7,860,1170
334009.0,2.0,1650,6,1650,1860
429000.0,1.0,1010,7,1010,1410
818000.0,2.5,4020,10,4020,3440
326000.0,2.75,2166,8,2166,2474
310000.0,3.0,1880,7,1100,1640
525000.0,2.0,2260,7,1130,1800
350000.0,2.25,2010,7,2010,1720
936000.0,2.5,3330,10,3330,3150
226000.0,1.0,1520,7,1030,1530
1250000.0,3.5,3510,10,2700,1460
428000.0,1.75,1580,7,1580,2040
329932.0,1.5,1460,7,1100,2330
539000.0,1.5,1460,7,1100,2330
275000.0,1.75,1650,8,1650,2020
590000.0,2.5,2660,9,2660,2330
782000.0,2.5,3510,10,3510,3530
575000.0,2.5,2120,8,2120,1990
509000.0,2.25,1780,7,1780,1780
290000.0,2.5,2000,7,1200,1800
305240.0,1.0,1300,7,1300,1500
555000.0,2.0,2180,8,1680,1850
317000.0,2.0,1790,7,1390,1880
430000.0,2.0,1910,8,1910,1980
850000.0,1.5,1800,7,900,2090
469000.0,2.25,2620,7,1660,1820
327200.0,2.0,1440,6,1440,1430
835000.0,3.0,2790,8,1600,2990
360000.0,2.5,2340,8,2340,2340
372000.0,2.5,2070,8,2070,2010
453000.0,1.0,2160,7,2160,2270
275000.0,1.75,2090,7,1090,1940
475000.0,2.5,2040,7,2040,2040
310000.0,2.75,1950,7,1400,2300
173000.0,2.0,1200,7,1200,1350
313500.0,3.0,2240,6,2240,1780
345000.0,2.5,1360,8,1360,1360
436000.0,1.5,1500,8,1300,1950
244500.0,1.75,1300,6,650,1370
206000.0,1.75,1140,7,1140,1370
890000.0,2.5,2930,9,2930,3590
329950.0,2.25,2140,8,2140,2140
250000.0,1.75,1628,7,1628,1490
246000.0,2.0,1990,7,1990,2760
440000.0,1.75,1950,7,1150,2560
395000.0,1.75,1910,7,1460,1810
305000.0,1.0,820,6,820,1100
160000.0,2.25,1470,7,1160,1670
269000.0,2.25,1470,7,1160,1670
169500.0,1.0,1060,6,1060,1060
690500.0,2.75,3130,8,3130,1450
245560.0,1.5,1260,7,1260,1800
345000.0,2.75,2200,8,2200,2190
383000.0,1.75,2580,8,1290,1970
388500.0,2.25,1350,8,1050,1350
250000.0,1.75,1350,7,1350,1660
455500.0,1.75,2290,9,1650,2900
672000.0,1.0,1220,7,1220,1390
550000.0,1.5,2750,7,1500,1470
487000.0,1.75,1430,7,1430,1750
291375.0,2.5,2220,7,2220,2220
225000.0,1.0,1490,7,1490,1950
519950.0,3.5,2440,7,2440,2000
250000.0,2.5,2070,8,2070,2070
614950.0,1.0,1500,7,1500,1780
599500.0,2.25,2020,7,2020,2020
625000.0,1.5,2190,8,2190,2520
248500.0,1.0,780,7,780,1090
469950.0,2.0,1220,6,1090,1790
525000.0,1.5,1840,8,1840,1680
787500.0,2.5,2390,8,1810,2390
485000.0,2.5,3710,10,2130,3674
310000.0,1.0,750,6,750,1030
280000.0,2.0,2110,7,1110,1590
200000.0,1.0,1020,6,1020,2250
490000.0,2.5,3080,9,3080,2860
146000.0,1.0,900,6,900,900
500000.0,3.0,3720,9,2090,1870
242500.0,1.0,940,6,940,1210
324950.0,1.0,1040,7,1040,1160
231500.0,1.0,1000,6,1000,1060
300000.0,2.5,2080,8,2080,2660
545000.0,2.5,2500,9,2500,2765
350000.0,1.0,1050,6,1050,1460
467100.0,1.75,1620,7,1190,2010
180000.0,1.0,1610,7,1610,1070
749000.0,1.5,2130,8,2130,2560
245000.0,2.5,1460,7,1460,1640
260000.0,1.0,1600,7,1600,1600
490000.0,3.0,1730,7,1730,1690
565000.0,2.5,2280,8,2280,2280
330000.0,2.25,2430,8,2430,2070
295000.0,1.0,1380,7,1380,1320
725000.0,1.5,1790,7,1790,1290
1135000.0,2.5,3370,10,3370,2950
680000.0,2.25,2920,8,1710,1940
490000.0,1.0,2180,7,1090,1830
635000.0,1.75,1480,7,1200,1480
750000.0,2.5,2350,9,2350,1280
330000.0,2.25,2440,8,2440,2110
270000.0,2.5,1350,7,1080,1300
340000.0,2.25,1970,7,1970,1780
413252.0,0.75,1110,7,1110,1610
600000.0,2.75,2950,9,2950,2940
726888.0,3.0,2970,9,2970,2970
285000.0,1.0,720,6,720,1030
365000.0,1.0,770,6,770,1170
295000.0,2.0,1650,7,1650,1410
460000.0,2.25,1620,7,1170,1800
230000.0,1.5,1510,7,1510,1360
337000.0,1.0,1070,7,1070,1170
300000.0,1.0,1010,7,1010,1480
2300000.0,2.5,3370,10,2240,3190
360000.0,2.5,2000,8,2000,2000
585000.0,2.5,2060,8,2060,2180
182700.0,2.25,1740,7,1240,1740
305000.0,2.25,1740,7,1240,1740
309950.0,2.5,1880,7,1880,1810
550000.0,1.0,960,7,960,1220
825000.0,2.5,3280,11,2670,3280
998500.0,1.0,1570,8,1570,1850
644500.0,2.5,2990,8,2990,2990
320000.0,2.0,1250,7,1250,1620
266950.0,2.5,1920,7,1920,2240
633100.0,2.5,2470,9,2470,2440
395000.0,1.0,960,7,960,1350
259250.0,1.0,940,6,940,870
300000.0,1.0,1260,6,1260,1180
413000.0,1.75,2280,8,2280,2280
435000.0,2.25,1740,8,1240,2080
500000.0,2.75,2630,7,1690,1800
402000.0,1.75,2430,8,1430,2050
777700.0,2.5,2260,10,2260,1610
580000.0,1.5,1220,7,1220,2090
570000.0,1.75,2580,9,1390,2460
174950.0,1.0,730,6,730,1750
300000.0,1.0,760,6,760,1750
435000.0,1.5,1740,7,1600,1650
840000.0,2.5,3420,10,3420,3230
469000.0,2.5,2240,7,1140,2110
870000.0,1.75,1920,8,1920,1920
532000.0,1.75,2020,7,1430,1780
455000.0,1.5,1880,7,1280,1880
201000.0,1.0,1010,5,1010,1570
649000.0,3.25,3990,9,2400,2580
445500.0,1.75,1390,6,720,920
475000.0,2.0,1230,7,1230,1660
590000.0,2.5,2940,10,2940,3010
565000.0,1.5,2190,7,2190,1160
110000.0,1.0,640,5,640,1090
375000.0,2.5,1670,7,1130,1220
255000.0,1.5,1240,7,1240,1570
315000.0,1.75,1850,6,1760,1250
496600.0,2.25,2020,8,1350,2060
380000.0,1.0,1020,7,1020,1400
338950.0,1.75,1610,7,1610,2050
542500.0,3.5,2730,8,1530,3180
739000.0,2.5,2840,7,1620,2200
549000.0,1.75,1290,7,1290,1510
252000.0,2.25,1670,7,1190,1870
1698890.0,4.5,3860,11,2940,3750
735000.0,1.75,2460,7,1450,1560
270000.0,2.5,1660,7,1660,1060
2250000.0,2.5,3420,9,2890,3370
155000.0,1.0,1010,5,1010,830
469000.0,2.5,2240,7,1520,2240
305000.0,2.25,2340,7,2340,1540
675000.0,1.75,1920,7,960,1190
931000.0,2.5,2460,8,1560,2090
385000.0,1.0,1470,8,1470,1710
815000.0,2.5,3400,9,3400,3250
531000.0,2.25,1910,7,1910,2410
386500.0,1.0,1400,6,700,1690
475580.0,1.75,1520,8,1520,2310
358000.0,1.0,930,6,930,1080
677500.0,1.0,2340,8,1810,2100
868500.0,2.5,2920,10,2920,2920
599380.0,1.75,1270,7,1270,1880
712000.0,2.25,2450,10,2450,2600
350000.0,1.75,1380,7,1180,1990
875000.0,2.0,2520,8,1400,1580
365000.0,2.25,2290,8,2290,2170
452000.0,2.0,1660,6,850,1110
915000.0,2.75,2800,7,1400,2800
482500.0,2.5,1690,7,1690,1690
425000.0,1.0,1180,7,1180,2240
460000.0,1.75,1390,6,790,1090
666570.0,2.0,2320,7,1620,1740
390000.0,2.25,2270,8,1740,2310
650000.0,1.75,2640,7,1500,2070
305000.0,2.0,1680,7,1680,2080
250000.0,1.0,990,6,990,1210
438800.0,2.5,2770,9,2770,2770
290000.0,1.0,950,6,950,1250
324950.0,2.0,2160,7,1290,1570
453000.0,2.5,1650,7,1270,1550
556000.0,1.0,1800,7,1160,1240
315000.0,2.0,1660,8,1660,1660
445830.0,2.5,1870,8,1870,2000
1260000.0,3.5,3220,10,2760,3080
287200.0,3.0,1850,7,1090,1410
525000.0,1.5,1580,7,1290,1690
1135000.0,4.25,4590,10,3160,3800
381000.0,1.75,2700,7,1510,1620
360000.0,1.75,1020,7,1020,1020
619000.0,3.5,2950,8,2950,1580
535000.0,1.75,1780,8,1780,2060
402000.0,1.0,710,7,710,1530
600000.0,3.5,4300,10,2710,3520
549950.0,2.5,2080,8,1430,2400
300000.0,2.0,2360,7,1180,1680
360000.0,2.0,2210,7,2210,1390
419000.0,3.25,4340,7,2550,1890
510000.0,3.0,1320,8,1320,1320
319950.0,2.5,1980,8,1980,2050
1180000.0,5.0,3960,10,3960,2240
381000.0,2.5,2130,8,2130,1940
256900.0,2.5,1720,7,1720,1720
346000.0,1.0,1790,7,1350,2420
465000.0,2.25,1390,7,1340,1480
545000.0,2.0,1900,8,1500,2140
516000.0,1.75,1640,7,910,1510
550000.0,2.5,2700,8,1440,1880
339950.0,2.25,2200,7,2200,1740
417000.0,1.0,1310,7,1310,1310
906000.0,2.5,2480,8,1480,2240
980000.0,2.25,3010,9,3010,2510
555000.0,2.5,2450,9,2450,2690
468000.0,1.75,1250,7,1250,1680
378000.0,1.75,2610,7,1390,2140
430000.0,2.5,2010,8,2010,1420
730100.0,2.5,3120,9,3120,2580
219000.0,1.5,1370,7,1370,1370
570000.0,2.5,2420,9,2420,2420
262500.0,2.75,1500,7,1060,1620
525000.0,2.5,2630,8,2630,2020
520000.0,1.0,950,6,950,1660
417400.0,3.0,2680,8,2680,2610
788000.0,3.25,3680,9,2840,3620
320000.0,1.0,1270,7,1270,1800
950000.0,1.0,2330,7,2330,1570
255000.0,1.0,960,7,960,1120
260000.0,2.5,1990,7,1990,1862
394000.0,1.0,1450,6,1150,1040
575000.0,2.5,2280,8,2280,2350
1250000.0,2.25,1830,8,1750,3100
385000.0,2.25,1650,7,1260,1760
456000.0,2.75,2720,7,1700,2820
637000.0,2.5,1710,8,1110,1750
485000.0,1.5,1420,7,1050,1580
315275.0,1.75,1440,7,960,1500
252500.0,1.5,1280,7,1280,1520
240000.0,1.0,1320,7,1320,1430
790000.0,2.5,2560,7,1760,1760
310000.0,1.0,1480,7,1480,1450
1250000.0,2.5,2960,10,2960,2500
425000.0,1.0,1160,7,740,1160
548000.0,2.5,2110,8,2110,2110
379880.0,2.5,1650,7,1130,1940
530000.0,2.5,1950,8,1950,1860
695000.0,2.25,2600,8,2120,2760
435000.0,1.0,1270,7,1270,1560
540000.0,1.75,1300,7,1300,1850
425000.0,2.25,1790,7,1290,1840
490000.0,2.5,1930,8,1930,1930
220000.0,1.0,1200,6,1200,950
540000.0,2.5,2050,8,2050,2050
670000.0,1.0,1710,7,1410,1610
667500.0,1.75,2130,9,2130,2370
585000.0,3.5,1700,8,1260,1360
225000.0,1.5,1390,6,1390,1390
375000.0,1.0,1230,7,1230,1240
335000.0,2.0,1490,7,1490,1640
680000.0,3.25,2440,8,1990,2500
600000.0,1.0,970,6,970,1500
161000.0,2.0,1700,7,850,1540
220000.0,2.0,1700,7,850,1540
420000.0,1.75,1720,8,1720,1410
710000.0,1.0,1400,7,1400,1630
626000.0,2.5,2570,8,1570,2440
279500.0,1.5,1200,7,1200,1450
1610000.0,3.5,4390,11,3060,3240
325000.0,1.0,1080,7,1080,1010
380000.0,2.25,1860,8,1860,1860
470000.0,2.75,2150,8,1220,2060
363000.0,3.0,2250,8,2250,2300
245000.0,2.25,2050,7,2050,1780
525000.0,1.0,1010,7,1010,1300
1700000.0,3.5,5850,11,4670,3240
658500.0,2.25,1900,7,1400,1710
680000.0,1.0,1020,7,920,2550
835000.0,2.0,3390,10,3390,3950
595000.0,2.5,1990,8,1680,1560
419000.0,2.5,3190,9,3190,2830
198900.0,1.0,1210,7,1210,2250
1085000.0,3.25,3740,10,2000,4210
500000.0,3.5,2150,8,1610,2390
575000.0,1.75,2440,9,1620,2030
324950.0,1.5,1230,8,1230,1352
259000.0,2.5,2740,7,2740,1470
551000.0,2.0,2260,9,2260,2260
488000.0,1.5,1000,7,1000,1090
635000.0,2.25,2350,8,2350,2390
395000.0,2.5,2300,9,2300,2570
370000.0,1.0,1440,7,1440,1330
675000.0,3.0,2780,7,1710,1150
402000.0,1.0,1200,7,1200,1470
825000.0,2.75,3040,10,3040,2770
579000.0,2.75,2660,8,1330,1560
455000.0,2.0,1510,6,1510,1610
265000.0,2.5,1780,8,1780,2040
713500.0,2.75,2920,8,1520,2250
240000.0,1.0,1550,7,1550,1550
570000.0,3.0,2710,9,2710,2710
243800.0,1.0,1140,6,1140,1690
543000.0,1.0,940,8,940,1440
1010000.0,2.25,2160,10,2160,1550
625000.0,2.25,2470,8,2470,2470
459950.0,2.5,2800,9,2800,3400
370000.0,2.75,2420,9,2420,2760
150000.0,2.0,1460,6,1460,1460
683500.0,1.5,1820,7,1640,1760
499950.0,2.5,1520,8,1040,1610
255000.0,1.0,1320,6,940,1970
279000.0,2.5,1920,7,1920,1960
910000.0,3.0,2640,10,2640,1610
699000.0,2.5,2650,9,2650,1200
1651000.0,3.25,3640,9,2570,2760
248000.0,1.0,1420,6,1090,1480
429000.0,1.0,1540,7,1090,1820
685000.0,1.0,1550,6,1370,1790
316000.0,1.0,730,6,730,790
410000.0,1.0,2020,7,1010,1270
299000.0,1.0,1200,7,1200,1410
559000.0,1.0,1240,7,1060,1240
575000.0,2.25,2680,8,1580,2540
602000.0,2.5,1640,8,1640,1440
492000.0,2.0,1640,7,1640,1240
293500.0,2.5,1610,7,1610,1790
481000.0,2.75,2290,7,1400,2540
311100.0,2.25,2130,7,1380,2300
375000.0,1.75,2140,7,1620,930
1075000.0,3.0,4020,10,4020,2590
500000.0,2.5,2030,7,1330,1920
553000.0,1.0,1380,7,1380,2270
760000.0,2.0,1780,8,1400,1780
589500.0,1.5,1440,7,960,1650
840000.0,2.75,2790,9,1680,2380
2546000.0,3.0,4190,9,3490,3780
1275000.0,2.5,3870,9,3870,4030
260000.0,2.5,1850,7,1250,1930
430000.0,2.25,1550,8,1550,1520
781000.0,2.5,1920,8,1920,1670
280000.0,1.0,790,6,790,970
392000.0,2.25,3740,8,2240,2040
466200.0,1.5,1340,7,1340,1850
641000.0,1.75,1620,7,940,1320
350000.0,1.0,1680,7,840,1890
450000.0,2.0,1610,8,1610,2010
1800000.0,3.5,4460,9,2550,1980
185000.0,1.5,1200,8,1200,1270
290000.0,1.0,1250,7,1250,1250
964000.0,2.5,3630,11,3630,3250
2000000.0,3.0,4260,11,4260,3540
545000.0,2.5,2180,8,1850,2270
609950.0,2.25,1760,7,1330,2210
605000.0,2.0,1820,7,990,1390
550000.0,2.5,2120,8,1450,2120
905000.0,2.75,2730,9,2730,2340
384200.0,2.5,2430,8,2430,2440
370000.0,1.0,1170,7,1170,1380
717500.0,1.0,2090,8,1890,2090
1999000.0,3.25,3910,11,2550,3070
365500.0,1.0,1140,6,1140,2110
580000.0,1.5,1460,7,1460,1780
415000.0,1.5,2700,9,2700,1670
272000.0,1.0,670,6,670,740
600000.0,1.75,1880,7,1040,1770
744000.0,3.0,1980,8,1980,1680
830000.0,3.0,2080,9,2080,3730
322000.0,3.25,1380,7,1380,1380
270000.0,2.5,1808,8,1808,1450
272450.0,1.0,1350,7,1350,1310
605000.0,3.0,1760,7,1400,1300
510000.0,1.75,1950,7,1950,1950
1125000.0,3.5,3170,10,2340,1770
1688000.0,2.5,3000,9,3000,2580
162000.0,1.0,1460,6,1460,1460
337500.0,1.75,1350,7,1050,1710
312000.0,2.25,1470,7,1180,1900
740000.0,3.0,3350,10,3350,3350
700000.0,3.0,3350,10,3350,3350
328000.0,1.0,1360,7,1360,1570
241000.0,1.0,1020,7,1020,1650
265000.0,2.25,1840,7,1270,1750
246000.0,1.75,2030,7,2030,1760
271000.0,1.75,1490,6,970,1650
270000.0,1.0,2060,7,1260,1690
395000.0,2.0,2240,7,2240,1440
340000.0,2.0,1460,7,1460,1400
340000.0,1.75,2140,7,1240,1640
335000.0,2.25,1420,8,1420,1420
435000.0,1.0,1060,6,1060,1730
527950.0,1.75,1760,7,880,1500
600000.0,2.25,2320,8,2320,1610
667000.0,1.75,1770,8,1300,1430
1148000.0,5.25,4590,9,2500,2730
417000.0,2.5,2040,8,2040,1830
451000.0,1.75,1260,6,1260,1880
580000.0,1.0,1650,7,950,1650
570000.0,2.25,2380,8,2380,2790
750000.0,3.25,2750,7,2150,2750
685000.0,2.5,2810,9,2810,2910
275000.0,2.0,1340,7,1340,1310
739888.0,2.5,2420,8,1690,3740
715000.0,2.5,2160,8,2160,2315
800000.0,2.0,2450,7,1450,1890
350000.0,1.5,1870,7,1120,1850
220000.0,1.0,1000,6,1000,1710
452500.0,2.5,2240,7,2240,2480
280000.0,2.5,2200,7,2200,2200
248000.0,1.0,790,6,790,1900
305000.0,1.0,890,7,740,1290
435010.0,1.0,1270,7,1120,1220
678100.0,1.75,1850,8,1210,1660
325000.0,2.25,1352,8,1352,1439
529950.0,2.0,1540,7,1180,1550
440000.0,1.75,1640,7,1640,1730
585000.0,1.0,1350,7,1350,1360
462608.0,2.5,2010,8,1390,1540
350500.0,1.75,2080,7,1040,1410
210000.0,1.0,1040,7,1040,1200
510000.0,2.5,1890,8,1890,2060
280000.0,2.25,1810,7,1810,1830
385000.0,1.75,1930,7,1130,1730
349000.0,1.0,1010,6,1010,1010
252000.0,2.25,1740,7,910,2090
1100000.0,2.5,2910,10,1940,2540
375000.0,2.25,1330,7,1330,1300
336000.0,2.25,2210,8,2210,2040
732000.0,3.75,2670,8,2020,2010
200000.0,1.0,1000,6,1000,1240
681716.0,2.5,3150,9,3150,3030
235000.0,1.75,1520,6,1520,1460
257500.0,1.0,1690,7,1210,1190
315000.0,1.0,1070,7,1070,1710
299950.0,1.0,910,6,740,2090
530000.0,2.25,2130,7,1430,2120
766500.0,1.75,2230,8,1530,1970
860000.0,2.5,3560,10,2290,3290
690000.0,2.5,2590,9,2590,1230
551000.0,1.75,2040,7,1020,1770
530000.0,2.75,2100,7,2100,2100
568000.0,1.0,1340,7,1340,1830
749950.0,2.5,2770,9,2770,2530
535000.0,2.5,2400,9,2400,2940
234300.0,1.0,1140,7,1140,1520
190000.0,1.0,930,6,930,1150
525000.0,1.75,1820,7,1820,1430
610000.0,1.0,1390,7,1390,1430
520000.0,2.5,1480,8,1480,1480
375000.0,1.0,760,6,760,1360
600000.0,1.75,1580,7,1150,1730
664000.0,2.5,1870,8,1250,2000
698000.0,1.0,1510,7,1010,1660
418000.0,2.0,1250,7,1250,1320
271675.0,1.75,2140,7,1460,2090
450000.0,1.0,1540,6,1540,1450
759000.0,2.25,2950,9,2950,3880
599950.0,3.0,2020,7,1230,2080
810000.0,2.75,2820,8,2170,1740
331292.0,1.75,1660,7,1660,1770
348000.0,1.75,1830,7,930,1320
435000.0,1.0,720,7,720,1330
530000.0,2.5,2160,8,2160,2160
227000.0,1.75,1510,7,1510,1470
285000.0,1.5,1870,7,1870,1870
740000.0,2.25,2860,8,1640,2670
246000.0,1.0,990,6,990,1640
260000.0,1.0,1910,7,1080,1460
366000.0,2.0,1350,7,1350,1820
594950.0,3.25,2557,7,2557,2220
608000.0,2.75,2610,7,1710,1500
313100.0,2.0,1720,6,1720,1860
185000.0,1.75,1170,7,1170,1230
455000.0,1.0,1140,6,1140,1550
235000.0,2.5,2350,8,1570,2270
230000.0,1.0,1020,7,1020,1300
770000.0,2.25,2730,7,1460,2010
240000.0,2.25,1830,7,1830,1860
461000.0,2.5,1690,7,1690,1650
1580000.0,2.5,2900,8,1450,2900
1822500.0,4.5,6380,12,6380,3040
452000.0,2.5,1690,7,1690,1690
765000.0,2.5,2660,9,2660,3010
1050000.0,4.0,4550,9,2300,3540
546000.0,3.0,1530,7,1150,1530
781000.0,2.5,2070,8,1780,2070
538000.0,1.75,1880,7,1880,1750
790000.0,2.5,2240,8,1470,2210
696500.0,2.75,2540,7,1630,1560
276000.0,2.0,1370,7,1370,1660
269000.0,1.0,770,6,770,1290
2415000.0,4.75,7880,13,7880,2740
829000.0,2.75,2970,8,1610,2930
122000.0,1.0,740,6,740,740
352500.0,1.5,1360,7,1360,1630
249000.0,2.0,1280,6,1280,1250
360000.0,2.0,1920,7,1080,1940
629500.0,2.0,2020,10,2020,3030
1140000.0,2.25,3310,9,3310,3830
1550000.0,2.25,2950,8,1560,2060
275000.0,1.5,1320,7,1320,1370
697000.0,2.5,3160,8,3160,3110
379500.0,1.0,1640,7,840,2440
720000.0,2.75,2440,10,1640,1890
675000.0,2.5,3000,9,3000,2870
1169000.0,2.5,2810,9,2810,2240
1100000.0,2.0,2390,8,2390,2390
520000.0,1.0,2080,7,1260,1380
415000.0,1.75,2650,7,1590,1340
415000.0,2.5,1060,8,1060,1220
450000.0,2.25,1940,7,1220,2060
485000.0,1.0,1080,8,1080,1890
294000.0,2.25,1700,7,1700,1930
1037000.0,3.5,4440,11,4440,4390
690000.0,1.0,1580,8,1580,2190
716500.0,2.75,3630,11,3630,4440
481000.0,2.25,1290,8,1290,1290
575000.0,2.75,1960,7,1000,1830
785000.0,2.0,2090,7,2090,1930
480000.0,1.75,1960,7,1960,1960
720000.0,2.25,2120,8,2120,2620
536000.0,2.75,2290,7,2290,399
324900.0,2.5,1880,7,1880,1570
265000.0,1.0,770,6,770,920
545000.0,2.5,1530,7,1010,1330
465000.0,1.5,1450,7,1450,1890
292500.0,2.25,1690,7,1690,1520
860000.0,1.75,1880,7,1880,2090
1045000.0,3.25,4160,10,4160,3400
495000.0,2.5,2140,7,2140,2080
342000.0,2.0,1320,7,1320,1430
320000.0,2.5,2000,7,2000,2000
444000.0,2.0,1460,8,1460,1320
804100.0,2.5,3070,10,3070,3320
432000.0,2.5,1660,7,1660,2060
230000.0,1.5,1810,5,1050,1300
935000.0,3.5,3510,11,3510,3600
634950.0,3.0,2180,8,1410,1570
780000.0,4.0,3300,8,1960,2030
611000.0,2.5,2460,8,2460,2330
475999.0,1.75,1880,7,1090,1700
565000.0,2.0,2290,9,1670,2750
630000.0,2.5,2290,8,2290,2290
840000.0,3.5,3860,10,3120,3550
790000.0,2.5,2640,10,2640,1500
450000.0,2.5,2850,7,1930,2220
1272000.0,3.25,3020,8,1920,2400
520000.0,2.0,1510,7,930,1510
446800.0,2.0,2410,7,1260,2220
652000.0,1.0,1470,8,1200,2200
1170000.0,2.75,2890,10,2830,2415
745000.0,3.25,3490,10,3490,3450
594000.0,2.25,1270,8,1060,1160
257000.0,1.0,1000,6,800,1270
485000.0,1.75,1430,7,1430,1640
330000.0,1.0,1060,6,1060,1768
381000.0,2.0,1680,6,940,1550
849900.0,2.0,2280,9,2280,2030
793000.0,2.5,2450,8,1490,2000
920000.0,2.25,3650,7,2200,1950
455000.0,1.0,830,6,830,1420
975000.0,2.5,3490,11,3490,3260
375000.0,1.5,1050,8,960,1470
400000.0,2.5,1170,8,1170,1250
447000.0,1.0,1220,7,1220,1320
470000.0,1.75,1310,7,1310,2510
665000.0,2.5,3130,8,3130,2990
295500.0,1.75,1590,6,1290,2990
200000.0,2.5,1720,8,1720,1870
620000.0,2.25,2520,9,1590,2000
434900.0,2.0,1520,7,1140,1280
1328000.0,2.25,3260,9,2360,3240
1650000.0,3.25,3910,10,3910,2600
852500.0,2.5,3480,9,2360,3620
790000.0,2.5,3040,10,3040,3480
565000.0,1.75,2030,8,2030,2000
1127500.0,3.25,3870,10,2520,2360
289950.0,2.5,1870,7,1870,1720
850000.0,2.0,2640,8,1640,2880
505000.0,1.75,1940,7,1030,1450
